127.0.0.1 - - [27/Jul/2023:15:30:11 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:11:35 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 500 3424
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:11:36 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 500 3424
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:11:36 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:11:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 500 3424
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:11:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:11:50 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=4&eng=91&math=88&std=&kor=99&eng=92&math=24&std=&kor=56&eng=87&math=17&std=&kor=99&eng=6&math=59&std=&kor=39&eng=24&math=57 HTTP/1.1" 500 3424
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:11:50 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:11:53 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1748
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:11:53 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:11:53 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=70&eng=71&math=77&std=&kor=11&eng=71&math=20&std=&kor=80&eng=2&math=57&std=&kor=84&eng=2&math=59&std=&kor=47&eng=36&math=19 HTTP/1.1" 500 3424
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:34 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=70&eng=71&math=77&std=&kor=11&eng=71&math=20&std=&kor=80&eng=2&math=57&std=&kor=84&eng=2&math=59&std=&kor=47&eng=36&math=19 HTTP/1.1" 200 1608
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:34 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:34 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=70&eng=71&math=77&std=&kor=11&eng=71&math=20&std=&kor=80&eng=2&math=57&std=&kor=84&eng=2&math=59&std=&kor=47&eng=36&math=19 HTTP/1.1" 200 1608
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:35 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=70&eng=71&math=77&std=&kor=11&eng=71&math=20&std=&kor=80&eng=2&math=57&std=&kor=84&eng=2&math=59&std=&kor=47&eng=36&math=19 HTTP/1.1" 200 1608
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:36 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=70&eng=71&math=77&std=&kor=11&eng=71&math=20&std=&kor=80&eng=2&math=57&std=&kor=84&eng=2&math=59&std=&kor=47&eng=36&math=19 HTTP/1.1" 200 1608
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:36 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:36 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=70&eng=71&math=77&std=&kor=11&eng=71&math=20&std=&kor=80&eng=2&math=57&std=&kor=84&eng=2&math=59&std=&kor=47&eng=36&math=19 HTTP/1.1" 200 1608
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:36 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:36 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=70&eng=71&math=77&std=&kor=11&eng=71&math=20&std=&kor=80&eng=2&math=57&std=&kor=84&eng=2&math=59&std=&kor=47&eng=36&math=19 HTTP/1.1" 200 1608
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:12:36 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:31:27 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=70&eng=71&math=77&std=&kor=11&eng=71&math=20&std=&kor=80&eng=2&math=57&std=&kor=84&eng=2&math=59&std=&kor=47&eng=36&math=19 HTTP/1.1" 200 1615
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:32:09 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=70&eng=71&math=77&std=&kor=11&eng=71&math=20&std=&kor=80&eng=2&math=57&std=&kor=84&eng=2&math=59&std=&kor=47&eng=36&math=19 HTTP/1.1" 200 1613
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:32:35 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=70&eng=71&math=77&std=&kor=11&eng=71&math=20&std=&kor=80&eng=2&math=57&std=&kor=84&eng=2&math=59&std=&kor=47&eng=36&math=19 HTTP/1.1" 200 1613
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:32:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:32:46 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1749
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:32:46 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:32:47 +0900] "GET /JspProj/calc/studentProcess.jsp?std=&kor=72&eng=84&math=15&std=&kor=83&eng=60&math=33&std=&kor=9&eng=13&math=56&std=&kor=30&eng=67&math=46&std=&kor=56&eng=75&math=67 HTTP/1.1" 200 1613
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:06 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1750
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:11 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=21&eng=56&math=20&std=b&kor=17&eng=44&math=11&std=c&kor=99&eng=84&math=98&std=d&kor=56&eng=19&math=49&std=e&kor=30&eng=14&math=48 HTTP/1.1" 200 1617
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:24 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=21&eng=56&math=20&std=b&kor=17&eng=44&math=11&std=c&kor=99&eng=84&math=98&std=d&kor=56&eng=19&math=49&std=e&kor=30&eng=14&math=48 HTTP/1.1" 200 1618
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:26 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=21&eng=56&math=20&std=b&kor=17&eng=44&math=11&std=c&kor=99&eng=84&math=98&std=d&kor=56&eng=19&math=49&std=e&kor=30&eng=14&math=48 HTTP/1.1" 200 1618
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:26 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:31 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=21&eng=56&math=20&std=b&kor=17&eng=44&math=11&std=c&kor=99&eng=84&math=98&std=d&kor=56&eng=19&math=49&std=e&kor=30&eng=14&math=48 HTTP/1.1" 200 1618
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:31 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:33 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1748
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:33 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=83&eng=17&math=76&std=b&kor=95&eng=83&math=39&std=c&kor=57&eng=29&math=66&std=d&kor=71&eng=88&math=6&std=e&kor=6&eng=77&math=48 HTTP/1.1" 200 1619
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:50 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=83&eng=17&math=76&std=b&kor=95&eng=83&math=39&std=c&kor=57&eng=29&math=66&std=d&kor=71&eng=88&math=6&std=e&kor=6&eng=77&math=48 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:50 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:52 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1751
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:53 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:34:57 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=73&eng=35&math=37&std=b&kor=57&eng=25&math=59&std=c&kor=11&eng=67&math=100&std=d&kor=34&eng=51&math=38&std=e&kor=16&eng=35&math=92 HTTP/1.1" 200 1622
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:36 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=73&eng=35&math=37&std=b&kor=57&eng=25&math=59&std=c&kor=11&eng=67&math=100&std=d&kor=34&eng=51&math=38&std=e&kor=16&eng=35&math=92 HTTP/1.1" 200 1622
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:36 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:36 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=73&eng=35&math=37&std=b&kor=57&eng=25&math=59&std=c&kor=11&eng=67&math=100&std=d&kor=34&eng=51&math=38&std=e&kor=16&eng=35&math=92 HTTP/1.1" 200 1622
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:36 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=73&eng=35&math=37&std=b&kor=57&eng=25&math=59&std=c&kor=11&eng=67&math=100&std=d&kor=34&eng=51&math=38&std=e&kor=16&eng=35&math=92 HTTP/1.1" 200 1622
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:37 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=73&eng=35&math=37&std=b&kor=57&eng=25&math=59&std=c&kor=11&eng=67&math=100&std=d&kor=34&eng=51&math=38&std=e&kor=16&eng=35&math=92 HTTP/1.1" 200 1622
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:38 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=73&eng=35&math=37&std=b&kor=57&eng=25&math=59&std=c&kor=11&eng=67&math=100&std=d&kor=34&eng=51&math=38&std=e&kor=16&eng=35&math=92 HTTP/1.1" 200 1622
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:38 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:38 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=73&eng=35&math=37&std=b&kor=57&eng=25&math=59&std=c&kor=11&eng=67&math=100&std=d&kor=34&eng=51&math=38&std=e&kor=16&eng=35&math=92 HTTP/1.1" 200 1622
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:38 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:38 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=73&eng=35&math=37&std=b&kor=57&eng=25&math=59&std=c&kor=11&eng=67&math=100&std=d&kor=34&eng=51&math=38&std=e&kor=16&eng=35&math=92 HTTP/1.1" 200 1622
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:38 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:41 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1748
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:41 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:35:45 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=83&eng=49&math=2&std=b&kor=1&eng=50&math=21&std=c&kor=85&eng=76&math=76&std=d&kor=14&eng=34&math=41&std=e&kor=90&eng=33&math=47 HTTP/1.1" 200 1617
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:15 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=83&eng=49&math=2&std=b&kor=1&eng=50&math=21&std=c&kor=85&eng=76&math=76&std=d&kor=14&eng=34&math=41&std=e&kor=90&eng=33&math=47 HTTP/1.1" 200 1617
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:15 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:15 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=83&eng=49&math=2&std=b&kor=1&eng=50&math=21&std=c&kor=85&eng=76&math=76&std=d&kor=14&eng=34&math=41&std=e&kor=90&eng=33&math=47 HTTP/1.1" 200 1617
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:15 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:18 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1750
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:18 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:21 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1622
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:50 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:50 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:50 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:36:50 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:05 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:05 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:06 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:06 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:06 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:06 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:06 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:07 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:07 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:07 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:07 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=18&eng=44&math=99&std=b&kor=90&eng=93&math=80&std=c&kor=47&eng=36&math=47&std=d&kor=81&eng=79&math=87&std=e&kor=76&eng=37&math=23 HTTP/1.1" 200 1620
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:09 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1749
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:09 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:37:12 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=69&eng=56&math=62&std=b&kor=25&eng=67&math=95&std=c&kor=30&eng=10&math=3&std=d&kor=53&eng=72&math=41&std=e&kor=46&eng=62&math=49 HTTP/1.1" 200 1618
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:41:38 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=69&eng=56&math=62&std=b&kor=25&eng=67&math=95&std=c&kor=30&eng=10&math=3&std=d&kor=53&eng=72&math=41&std=e&kor=46&eng=62&math=49 HTTP/1.1" 200 1618
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:41:38 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:43:20 +0900] "GET /JspProj/calc/studentProcess.jsp?majName=%EC%98%81%EC%96%B4 HTTP/1.1" 500 2511
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:09 +0900] "GET /JspProj/calc/studentProcess.jsp?std=a&kor=69&eng=56&math=62&std=b&kor=25&eng=67&math=95&std=c&kor=30&eng=10&math=3&std=d&kor=53&eng=72&math=41&std=e&kor=46&eng=62&math=49 HTTP/1.1" 500 2258
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:09 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:13 +0900] "GET /JspProj/calc/student.jsp HTTP/1.1" 200 1749
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:13 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:25 +0900] "GET /JspProj/calc/studentProcess.jsp?std=bbb&kor=99&eng=15&math=80&std=ccc&kor=51&eng=16&math=58&std=aaa&kor=43&eng=5&math=16&std=eee&kor=58&eng=71&math=63&std=ddd&kor=87&eng=61&math=53 HTTP/1.1" 500 2258
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:34 +0900] "GET /JspProj/calc/studentProcess.jsp?std=bbb&kor=99&eng=15&math=80&std=ccc&kor=51&eng=16&math=58&std=aaa&kor=43&eng=5&math=16&std=eee&kor=58&eng=71&math=63&std=ddd&kor=87&eng=61&math=53 HTTP/1.1" 500 2258
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:34 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:35 +0900] "GET /JspProj/calc/studentProcess.jsp?std=bbb&kor=99&eng=15&math=80&std=ccc&kor=51&eng=16&math=58&std=aaa&kor=43&eng=5&math=16&std=eee&kor=58&eng=71&math=63&std=ddd&kor=87&eng=61&math=53 HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:43 +0900] "GET /JspProj/calc/studentProcess.jsp?std=bbb&kor=99&eng=15&math=80&std=ccc&kor=51&eng=16&math=58&std=aaa&kor=43&eng=5&math=16&std=eee&kor=58&eng=71&math=63&std=ddd&kor=87&eng=61&math=53 HTTP/1.1" 500 2258
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:43 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:44 +0900] "GET /JspProj/calc/studentProcess.jsp?std=bbb&kor=99&eng=15&math=80&std=ccc&kor=51&eng=16&math=58&std=aaa&kor=43&eng=5&math=16&std=eee&kor=58&eng=71&math=63&std=ddd&kor=87&eng=61&math=53 HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:44 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:44 +0900] "GET /JspProj/calc/studentProcess.jsp?std=bbb&kor=99&eng=15&math=80&std=ccc&kor=51&eng=16&math=58&std=aaa&kor=43&eng=5&math=16&std=eee&kor=58&eng=71&math=63&std=ddd&kor=87&eng=61&math=53 HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:44 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:49 +0900] "GET /JspProj/calc/studentProcess.jsp?std=bbb&kor=99&eng=15&math=80&std=ccc&kor=51&eng=16&math=58&std=aaa&kor=43&eng=5&math=16&std=eee&kor=58&eng=71&math=63&std=ddd&kor=87&eng=61&math=53 HTTP/1.1" 500 2258
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:50 +0900] "GET /JspProj/calc/studentProcess.jsp?std=bbb&kor=99&eng=15&math=80&std=ccc&kor=51&eng=16&math=58&std=aaa&kor=43&eng=5&math=16&std=eee&kor=58&eng=71&math=63&std=ddd&kor=87&eng=61&math=53 HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:45:50 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:17 +0900] "GET /JspProj/calc/studentProcess.jsp?std=abc&kor=99&eng=15&math=80&std=def&kor=51&eng=16&math=58&std=ghi&kor=43&eng=5&math=16&std=jkl&kor=58&eng=71&math=63&std=mno&kor=87&eng=61&math=53 HTTP/1.1" 500 2258
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:26 +0900] "GET /JspProj/calc/studentProcess.jsp?std=abc&kor=99&eng=15&math=80&std=def&kor=51&eng=16&math=58&std=ghi&kor=43&eng=5&math=16&std=jkl&kor=58&eng=71&math=63&std=mno&kor=87&eng=61&math=53 HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:26 +0900] "GET /JspProj/calc/studentProcess.jsp?std=abc&kor=99&eng=15&math=80&std=def&kor=51&eng=16&math=58&std=ghi&kor=43&eng=5&math=16&std=jkl&kor=58&eng=71&math=63&std=mno&kor=87&eng=61&math=53 HTTP/1.1" 500 2258
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:26 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:29 +0900] "GET /JspProj/calc/studentProcess.jsp?std=abc&kor=99&eng=15&math=80&std=def&kor=51&eng=16&math=58&std=ghi&kor=43&eng=5&math=16&std=jkl&kor=58&eng=71&math=63&std=mno&kor=87&eng=61&math=53 HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:29 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:29 +0900] "GET /JspProj/calc/studentProcess.jsp?std=abc&kor=99&eng=15&math=80&std=def&kor=51&eng=16&math=58&std=ghi&kor=43&eng=5&math=16&std=jkl&kor=58&eng=71&math=63&std=mno&kor=87&eng=61&math=53 HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:29 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:29 +0900] "GET /JspProj/calc/studentProcess.jsp?std=abc&kor=99&eng=15&math=80&std=def&kor=51&eng=16&math=58&std=ghi&kor=43&eng=5&math=16&std=jkl&kor=58&eng=71&math=63&std=mno&kor=87&eng=61&math=53 HTTP/1.1" 200 1628
0:0:0:0:0:0:0:1 - - [27/Jul/2023:18:46:29 +0900] "GET /favicon.ico HTTP/1.1" 404 818
